id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9757351,https://www.airbnb.com/rooms/9757351,20251204025441,2025-12-05,previous scrape,Two Bedroom next to Central Park,"Two bedroom one bathroom in the heart of the Upper East Side 5 minutes walk to Central Park and Met and Guggenheim Museum. 5 minutes to subway stop 86 and Lexington avenue.<br />Wifi, Apple TV, AC, and full equipped kitchen.",,https://a0.muscache.com/pictures/4f824300-0501-4f06-bd67-321881c43365.jpg,7952263,https://www.airbnb.com/users/show/7952263,1.4627454417498499e+18,https://www.airbnb.com/users/profile/1462745441749849884,Anne,2013-08-05,12.0,4.0,9.0,8.0,"New York, NY","We are a couple with a baby. We are from Europe living in NYC. We love cooking, traveling and getting to know New York.",,,,f,https://a0.muscache.com/im/pictures/user/9a333678-c3d2-4939-b246-9c3e713b9fd5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9a333678-c3d2-4939-b246-9c3e713b9fd5.jpg?aki_policy=profile_x_medium,Upper East Side,1.0,1.0,"['email', 'phone']",t,t,,Upper East Side,Manhattan,40.78372,-73.95333,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Essentials"", ""Breakfast"", ""Heating"", ""First aid kit"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Washer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2016-08-27,2016-08-27,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,f,1,1,0,0,0.01
9757762,https://www.airbnb.com/rooms/9757762,20251204025441,2025-12-05,previous scrape,Cute Apartement in Williamsburg,"One bedroom apartment in the center of Williamsburg. Under ten minute walk to three major subway lines (L,JMZ,G). Great for getting around Brooklyn and Manhattan. Bars and restaurants walking distance.",,https://a0.muscache.com/pictures/927fb9d7-0515-4679-a853-702ab52abf83.jpg,3696938,https://www.airbnb.com/users/show/3696938,1.4626373244123098e+18,https://www.airbnb.com/users/profile/1462637324412309828,Z,2012-09-27,13.0,2.0,9.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/users/3696938/profile_pic/1348803150/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3696938/profile_pic/1348803150/original.jpg?aki_policy=profile_x_medium,Williamsburg,1.0,2.0,"['email', 'phone']",t,t,,Williamsburg,Brooklyn,40.70935,-73.95207,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""Kitchen"", ""Smoke alarm""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9757875,https://www.airbnb.com/rooms/9757875,20251204025441,2025-12-04,city scrape,Queens' Loft - Stylish Penthouse & Patio Share,"We are two respectful, fun and young professionals, looking for a new Roommate to occupy the LOFT BEDROOM in our beautiful 3BR Penthouse Apartment.<br />LOFT BR Amenities: Vaulted ceilings, 1 Queen sized bed, 1 Sofa-bed, small closet, shared bathroom","Kew Gardens has many locally-owned businesses, shops, supermarkets, restaurants, bars,.. and is known to be a very safe neighborhood.",https://a0.muscache.com/pictures/ad583944-2ba5-4b96-9224-b97160ed7e13.jpg,540633390,https://www.airbnb.com/users/show/540633390,1.4704229929268006e+18,https://www.airbnb.com/users/profile/1470422992926800740,Rinaldo,2023-10-06,2.0,1.0,2.0,1.0,,,,,,f,https://a0.muscache.com/im/pictures/user/User-540633390/original/2b37ef3c-0b61-4883-876d-c13713a40414.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-540633390/original/2b37ef3c-0b61-4883-876d-c13713a40414.jpeg?aki_policy=profile_x_medium,,7.0,9.0,"['email', 'phone']",t,t,Neighborhood highlights,Kew Gardens,Queens,40.70836,-73.83025,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,2.0,"[""Wine glasses"", ""Theme room"", ""Dishes and silverware"", ""Freezer"", ""Refrigerator"", ""Outdoor furniture"", ""Microwave"", ""Carbon monoxide alarm"", ""Radiant heating"", ""Fire extinguisher"", ""Books and reading material"", ""Room-darkening shades"", ""Mini fridge"", ""First aid kit"", ""Dishwasher"", ""Baking sheet"", ""Clothing storage"", ""Shared beach access"", ""Smoke alarm"", ""Private living room"", ""Shampoo"", ""City skyline view"", ""Shared patio or balcony"", ""Hot water"", ""Elevator"", ""Dedicated workspace"", ""Cooking basics"", ""Private backyard \u2013 Not fully fenced"", ""Laundromat nearby"", ""Window AC unit"", ""Host greets you"", ""Gas stove"", ""Kitchen"", ""Toaster"", ""Hot water kettle"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""Essentials"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Free street parking"", ""Wifi"", ""Bed linens"", ""Coffee maker: pour-over coffee"", ""Paid washer \u2013 In building"", ""Oven"", ""Trash compactor"", ""BBQ grill"", ""Paid parking garage off premises"", ""Free parking on premises"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Outdoor dining area""]",,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-04,15,0,0,0,0,0,,2016-04-18,2020-11-27,4.47,4.27,4.27,4.33,4.67,4.53,4.13,,f,4,1,3,0,0.13
9759525,https://www.airbnb.com/rooms/9759525,20251204025441,2025-12-05,previous scrape,Central Park South Artist's Studio,"Bright and spacious chic artist studio located in the heart of NYC.  Just steps from the Columbus Circle entrance to Central Park.  Walking distance to Time Square, Lincoln Center, Theater Dist., 5th ave, museums and lots of great restaurants & bars.","Centrally located in the heart of NYC and just steps away from the southern entrance to Central Park.  Walking distance to 5th ave, Radio City, the Theater Dist., Time Square, The MOMA and Lincoln Center.",https://a0.muscache.com/pictures/062958a2-6d9a-4772-9f7c-5b0710061c7d.jpg,50331528,https://www.airbnb.com/users/show/50331528,1.4657704275824955e+18,https://www.airbnb.com/users/profile/1465770427582495486,Sarah,2015-12-01,10.0,0.0,9.0,11.0,"New York, NY","I'm a mid 30's professional who loves fashion, fitness, healthy living, art, music and travel.  Happy to host a non-smoking,  neat and organized traveler looking to discover all that NYC has to offer.  I have a newly remolded studio in an ideal neighborhood at the foot of Central Park South.  If you are looking to be centrally located with easy access transportation, museums, restaurants, bars, shopping and entertainment this is the perfect spot.",,,,f,https://a0.muscache.com/im/pictures/user/03b6f284-9c59-4edc-89fc-e19863f49dcc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/03b6f284-9c59-4edc-89fc-e19863f49dcc.jpg?aki_policy=profile_x_medium,Hell's Kitchen,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Midtown,Manhattan,40.76611,-73.98243,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Elevator"", ""Kitchen"", ""Washer"", ""Dryer"", ""TV with standard cable""]",,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,,0,0,0,0,2025-12-05,3,0,0,0,0,0,,2016-04-06,2016-04-20,5.0,4.67,4.33,5.0,5.0,4.67,5.0,,f,1,1,0,0,0.03
9759704,https://www.airbnb.com/rooms/9759704,20251204025441,2025-12-05,previous scrape,Lovely Lofted Artist's Room,"Homey Artist household in the heart of Brooklyn. Quiet, cozy apartment filled with art, homemade decor, record player, disco ball, and tiny tree-house loft. Warm people, lots of authentic charm, and central Bed-Stuy location.","We live in the heart of Bed-Stuy, a diverse neighborhood with many families in the building and on the block. We are one block from Von-King Park. There is a coffee-shop and organic food store 3 blocks away. Laundry and basic supermarket are around the corner. Along Nostrand and Bedford Aves there are lots more restaurants, wine shops, coffee shops and cafes.",https://a0.muscache.com/pictures/79006b85-302e-4586-9a71-0aad27777004.jpg,6706379,https://www.airbnb.com/users/show/6706379,1.4627132253066212e+18,https://www.airbnb.com/users/profile/1462713225306621072,Robyn,2013-06-02,12.0,6.0,12.0,5.0,"New York, NY","I'm an artist based in Brooklyn working in sculpture, printmaking and wet-plate Collodion photography.",,,,f,https://a0.muscache.com/im/users/6706379/profile_pic/1370224328/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6706379/profile_pic/1370224328/original.jpg?aki_policy=profile_x_medium,Bedford-Stuyvesant,1.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,Bedford-Stuyvesant,Brooklyn,40.69165,-73.94108,Private room in rental unit,Private room,1,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Hair dryer"", ""Kitchen""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,2,0,0,0,0,0,,2015-12-13,2016-01-05,5.0,5.0,5.0,5.0,5.0,4.5,5.0,,f,1,0,1,0,0.02
9765276,https://www.airbnb.com/rooms/9765276,20251204025441,2025-12-05,city scrape,Private Room Near Prospect Park,This duplex is conveniently located next to the subway and Prospect Park! Get to the any part of lower Manhattan in 20 minutes. This is steal of a deal!,You'll love Prospect Park! <br />The apartment is located next to great restaurants and 24-hour deli's! We're located next to 4 major subway lines - get anywhere in lower Manhattan in 20 minutes!,https://a0.muscache.com/pictures/0f7dca06-b7e1-41b5-aee8-1044412da1fb.jpg,37821056,https://www.airbnb.com/users/show/37821056,1.465566062183009e+18,https://www.airbnb.com/users/profile/1465566062183009048,Nichole,2015-07-07,10.0,4.0,10.0,4.0,"New York, NY","I'm a TV producer in NYC covering a variety of topics. I'm originally from sunny California :) I have hosted a lot of travelers and I enjoy providing a great NYC experience! If you are coming to New York and you want to explore the vibrant & trendy areas of Brooklyn and LES Manhattan with ease, than I have the perfect place for you!",a few days or more,30%,33%,f,https://a0.muscache.com/im/users/37821056/profile_pic/1436303246/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/37821056/profile_pic/1436303246/original.jpg?aki_policy=profile_x_medium,Flatbush,7.0,12.0,"['email', 'phone']",t,t,Neighborhood highlights,Flatbush,Brooklyn,40.65288,-73.95943,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Pets allowed"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,365,2025-12-05,18,1,0,27,3,60,,2015-12-07,2024-12-23,4.83,4.88,4.53,4.69,4.94,4.29,4.76,,f,6,0,6,0,0.15
9765762,https://www.airbnb.com/rooms/9765762,20251204025441,2025-12-05,previous scrape,"Room w/ private bathroom, entrance","This place is perfect if you are visiting NYC and wanna stay in the hippest neighborhood of Brooklyn (Williamsburg) at an affordable price while still holding your privacy. Private bathroom with shower, private entrance and washer/dryer in the room.","Williamsburg is the number one most fun, hip, young and popular neighborhood in Brooklyn and NYC. There are plenty of coffee shops, restaurants, bars, parks and good looking people walking around. It is also the closest neighborhood in Brooklyn to Manhattan.",https://a0.muscache.com/pictures/b899c401-fc81-4318-a7be-1bb48f5c14fe.jpg,9662924,https://www.airbnb.com/users/show/9662924,1.462820003514387e+18,https://www.airbnb.com/users/profile/1462820003514386903,Albert,2013-10-27,12.0,1.0,10.0,0.0,"New York, NY","I am a computer science student as well as a photographer, designer, sailor and equestrian. I love to create smart, great looking and useful software. I lived in 3 different countries and traveled more. I stayed with a host family in Spain for more than 9 months.",,,,f,https://a0.muscache.com/im/users/9662924/profile_pic/1399344475/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9662924/profile_pic/1399344475/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,Neighborhood highlights,Williamsburg,Brooklyn,40.70633,-73.95024,Private room in rental unit,Private room,2,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Lock on bedroom door"", ""Shampoo"", ""Kitchen"", ""Washer"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2016-01-05,2016-01-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.01
9918524,https://www.airbnb.com/rooms/9918524,20251204025441,2025-12-05,previous scrape,Queen size room near Columbia Uni.,"Room with lots of space in a really nice neighberhood with lots of restaurants in the corner. The apartment has kitchen with all the amenities, 1 bathroom, elevator and a laundry unit. The 1-line of the subway is 4 minutes away from the apartment.",,https://a0.muscache.com/pictures/57f6c6b9-517a-459a-86fd-4341c7781751.jpg,24919557,https://www.airbnb.com/users/show/24919557,1.465324575035931e+18,https://www.airbnb.com/users/profile/1465324575035930959,Ana Carolina,2014-12-17,10.0,11.0,10.0,11.0,"New York, NY",,,,,f,https://a0.muscache.com/im/users/24919557/profile_pic/1418796522/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24919557/profile_pic/1418796522/original.jpg?aki_policy=profile_x_medium,Morningside Heights,1.0,2.0,"['email', 'phone']",t,t,,Morningside Heights,Manhattan,40.80756,-73.96724,Private room in rental unit,Private room,2,,1 bath,1.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Elevator"", ""Kitchen"", ""Washer"", ""Dryer""]",,30,31,30.0,30.0,31.0,31.0,30.0,31.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
9919042,https://www.airbnb.com/rooms/9919042,20251204025441,2025-12-05,previous scrape,East Village Two Bedroom,"Well appointed two bedroom, one bath, one shower with balcony un luxury East Village building. Amenities include 24 hour doorman, elevator, on-site gym, wireless internet, FIOS TV and more.",,https://a0.muscache.com/pictures/fc4f24ef-8de8-4d18-a760-8b0795d7d6a1.jpg,50997070,https://www.airbnb.com/users/show/50997070,1.4657909388822702e+18,https://www.airbnb.com/users/profile/1465790938882270180,Panayiota,2015-12-10,9.0,11.0,9.0,11.0,,,,,,f,https://a0.muscache.com/im/pictures/user/977baa70-57b3-4925-b76a-7c2896fad3b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/977baa70-57b3-4925-b76a-7c2896fad3b5.jpg?aki_policy=profile_x_medium,East Village,1.0,1.0,"['email', 'phone']",t,t,,East Village,Manhattan,40.7291,-73.98282,Entire rental unit,Entire home/apt,5,,2 baths,2.0,,"[""Smoking allowed"", ""Pool"", ""Carbon monoxide alarm"", ""Washer"", ""Fire extinguisher"", ""Dryer"", ""TV with standard cable"", ""First aid kit"", ""Smoke alarm"", ""Shampoo"", ""Elevator"", ""Air conditioning"", ""Iron"", ""Kitchen"", ""Gym"", ""Essentials"", ""Heating"", ""Wifi"", ""Hair dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9919518,https://www.airbnb.com/rooms/9919518,20251204025441,2025-12-05,previous scrape,Spacious bedroom in shared 3 bdrm,"Large light -filled bedroom (10x12 at least) in a spacious 3BR for rent. We are two blocks away from the Parkside Ave train stop (Q,B) and, therefore, two blocks away from Prospect Park. Shared kitchen & bathroom.",,https://a0.muscache.com/pictures/2e6d36bf-fdc4-4054-a28a-2a142295151b.jpg,22954228,https://www.airbnb.com/users/show/22954228,1.4631925634699584e+18,https://www.airbnb.com/users/profile/1463192563469958369,Cassandra,2014-10-25,11.0,1.0,11.0,1.0,,,,,,f,https://a0.muscache.com/im/users/22954228/profile_pic/1414255371/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22954228/profile_pic/1414255371/original.jpg?aki_policy=profile_x_medium,Flatbush,2.0,2.0,"['email', 'phone']",t,t,,Prospect-Lefferts Gardens,Brooklyn,40.65433,-73.96117,Private room in rental unit,Private room,1,,1 bath,1.0,,"[""Heating"", ""Smoke alarm"", ""Elevator"", ""Kitchen"", ""Fire extinguisher"", ""Hangers"", ""TV with standard cable""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,2,0,2,0,
9857854,https://www.airbnb.com/rooms/9857854,20251204025441,2025-12-05,city scrape,East Village Duplex w/City Views,"Stylish East Village duplex with stunning city views. The main bedroom and office are located upstairs, while the bathroom, kitchen, and living room are on the lower level. This doorman building offers a gym, laundry facilities, and multiple public rooftop areas. Situated next to Tompkins Square Park, which features three playgrounds and the city's largest dog park. Enjoy nearby dining, bars, and convenient street parking.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTg1Nzg1NA%3D%3D/original/da0a2595-4084-42dc-bb43-586ab913f487.jpeg,50742544,https://www.airbnb.com/users/show/50742544,1.4657787325671585e+18,https://www.airbnb.com/users/profile/1465778732567158606,Cristopher,2015-12-07,9.0,11.0,2.0,10.0,"Miami, FL",,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/da6c13de-ae25-4efe-930b-ca24569a48dc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/da6c13de-ae25-4efe-930b-ca24569a48dc.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,East Village,Manhattan,40.72465572758928,-73.9787516570718,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Game console"", ""Wine glasses"", ""Shower gel"", ""Dishes and silverware"", ""Exercise equipment"", ""Refrigerator"", ""Outdoor furniture"", ""Microwave"", ""Washer"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Pets allowed"", ""Cleaning products"", ""Bathtub"", ""Dishwasher"", ""Clothing storage"", ""Sound system"", ""Smoke alarm"", ""Coffee maker"", ""Shampoo"", ""City skyline view"", ""TV"", ""Elevator"", ""Dedicated workspace"", ""Cooking basics"", ""Laundromat nearby"", ""Air conditioning"", ""Iron"", ""Kitchen"", ""Toaster"", ""Barbecue utensils"", ""Gym"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Heating"", ""Long term stays allowed"", ""Private patio or balcony"", ""Wifi"", ""Board games"", ""Building staff"", ""Bed linens"", ""Self check-in"", ""Hair dryer"", ""Ceiling fan"", ""Oven"", ""BBQ grill"", ""Free parking on premises"", ""Dining table"", ""Hangers"", ""Outdoor dining area""]",,30,120,30.0,30.0,120.0,120.0,30.0,120.0,,t,28,58,88,363,2025-12-05,0,0,0,25,0,0,,,,,,,,,,,,f,1,1,0,0,
9857920,https://www.airbnb.com/rooms/9857920,20251204025441,2025-12-05,previous scrape,SWING FROM THE CHANDELIER,"Super light, bright, 1600+ sq ft corner loft located in the heart of Tribeca - huge windows, a massive chandelier, 3 quirky loft bedrooms & an eclectic art collection. Tribeca's best bars & restaurants on your doorstep.","Subways, The Odeon,",https://a0.muscache.com/pictures/cdb97679-a0a7-4a78-a103-78c1b7a38ecf.jpg,29941633,https://www.airbnb.com/users/show/29941633,1.4654411727721477e+18,https://www.airbnb.com/users/profile/1465441172772147816,William,2015-03-24,10.0,8.0,9.0,11.0,"New York, NY","Creative Director and Owner of Watson & Company, a design agency in New York City",,,,f,https://a0.muscache.com/im/users/29941633/profile_pic/1427227256/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29941633/profile_pic/1427227256/original.jpg?aki_policy=profile_x_medium,Tribeca,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Tribeca,Manhattan,40.71567,-74.00611,Entire rental unit,Entire home/apt,6,,2 baths,3.0,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Kitchen"", ""Washer"", ""Hangers"", ""Dryer""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,1,0,0,
9858645,https://www.airbnb.com/rooms/9858645,20251204025441,2025-12-05,previous scrape,Fabulous 1BA/1BD near Times Square,I have a beautiful 2bd/2ba apartment in between Times Square and Columbus Circle. I'm offering to rent 1 bd/1 ba in the unit for the holidays! Steps away from the NYE ball drop! Room and Apt are well-furnished and cleaned between guest arrivals!,,https://a0.muscache.com/pictures/a5d54946-6e97-413d-be61-3843b2ac9ca1.jpg,7611383,https://www.airbnb.com/users/show/7611383,1.4627365762947794e+18,https://www.airbnb.com/users/profile/1462736576294779374,Leah,2013-07-20,12.0,4.0,9.0,11.0,"New York, NY","I recently completed my MBA where I discovered a passion for experiences over material things. As such, I try to spend my free time traveling, eating good food, drinking good wine, reading great books and making memories with my wonderful friends.",,,,f,https://a0.muscache.com/im/users/7611383/profile_pic/1374416090/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7611383/profile_pic/1374416090/original.jpg?aki_policy=profile_x_medium,Midtown,1.0,1.0,"['email', 'phone']",t,t,,Hell's Kitchen,Manhattan,40.7654,-73.98529,Private room in rental unit,Private room,2,,1 bath,,,"[""Heating"", ""First aid kit"", ""Wifi"", ""Iron"", ""Smoke alarm"", ""Lock on bedroom door"", ""Hair dryer"", ""Elevator"", ""Kitchen"", ""Washer"", ""Gym"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""TV with standard cable""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
9858717,https://www.airbnb.com/rooms/9858717,20251204025441,2025-12-04,city scrape,3rd floor loft with a view,"Uplifting top floor loft in an old Victorian house with a view on beautiful Verizano bridge. Green and quiet historic neighbourhood, enchanted house garden, amazing city views along the 15 min. walk to the free ferry to Manhattan!","Our neighbourhood is a historic gem. Amazing city views, beautiful Victorian houses, 5 min walk to the ferry bus. Free 20 min ferry to Manhattan is passing the Statue Of Liberty",https://a0.muscache.com/pictures/71f583f0-b3cd-4b6b-a6c4-0c7a9bb2efa7.jpg,14637971,https://www.airbnb.com/users/show/14637971,1.462943345972223e+18,https://www.airbnb.com/users/profile/1462943345972223005,Nadya,2014-04-23,11.0,7.0,11.0,2.0,"New York, NY",,within a few hours,100%,76%,t,https://a0.muscache.com/im/pictures/user/77000477-97d2-47cd-9522-2fa7b8b6f076.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/77000477-97d2-47cd-9522-2fa7b8b6f076.jpg?aki_policy=profile_x_medium,Silver Lake,7.0,12.0,"['email', 'phone']",t,t,Neighborhood highlights,Tompkinsville,Staten Island,40.63073,-74.08588,Private room in home,Private room,2,1.0,1 shared bath,1.0,0.0,"[""Dishes and silverware"", ""Refrigerator"", ""Microwave"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Coffee maker"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Air conditioning"", ""Kitchen"", ""Essentials"", ""Stove"", ""Heating"", ""Free street parking"", ""Wifi"", ""Backyard"", ""Oven"", ""Free parking on premises""]",,30,180,30.0,30.0,180.0,180.0,30.0,180.0,,t,29,59,89,269,2025-12-04,44,0,0,27,0,0,,2016-02-26,2023-03-18,4.86,4.84,4.68,4.86,4.86,4.6,4.79,,f,2,0,2,0,0.37
9859888,https://www.airbnb.com/rooms/9859888,20251204025441,2025-12-05,previous scrape,Apartment in Harlem,"Harlem apt. for rent during the holidays! Very quiet space in a walk-up building with windows overlooking a garden area. Three block walk from the 2, 3 and A express trains for easy access downtown!",,https://a0.muscache.com/pictures/5bcea3f7-a768-4a1d-b1d8-18c8ba9ef866.jpg,50750250,https://www.airbnb.com/users/show/50750250,1.4657788737401912e+18,https://www.airbnb.com/users/profile/1465778873740191165,Ryan,2015-12-07,9.0,11.0,9.0,11.0,"Asbury, NJ",,,,,f,https://a0.muscache.com/im/pictures/user/cda9ed85-8024-4496-8b17-1381ad3e42d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cda9ed85-8024-4496-8b17-1381ad3e42d8.jpg?aki_policy=profile_x_medium,Harlem,1.0,1.0,"['email', 'phone']",t,t,,Harlem,Manhattan,40.80728,-73.94987,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Essentials"", ""Heating"", ""Wifi"", ""Air conditioning"", ""Smoke alarm"", ""Shampoo"", ""TV"", ""Kitchen""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,,0,0,0,0,2025-12-05,2,0,0,0,0,0,,2015-12-21,2015-12-30,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.02
9862199,https://www.airbnb.com/rooms/9862199,20251204025441,2025-12-05,previous scrape,Cozy Studio Home on the UWS!,"Our cozy studio home is the perfect place to relax from the exciting city! Close to the 1 train, Central Park, Riverside Park, and much more! With a  queen bed for 2 and a comfy Ikea couch/fold out bed, our home comfortably sleeps up to 4 people.","The Upper West Side is a wonderful part of the city! With Central Park just a few blocks away, and Riverside Park just across the street, our location is ideal! There are many grocery stores, great restaurants, bars, an upbeat jazz club and so much more just steps outside our home!",https://a0.muscache.com/pictures/98403039-b428-4001-9a5c-9f49c9601341.jpg,32787246,https://www.airbnb.com/users/show/32787246,1.4654805581099607e+18,https://www.airbnb.com/users/profile/1465480558109960605,Heather,2015-05-06,10.0,6.0,9.0,11.0,"New York, NY","Hi, I'm Heather and I am a young working professional and graduate student living in New York City. My husband and I love to travel together as often as we can.

We both love animals, traveling, and being outside. 

We are friendly, respectful and clean. We also love to make friends!",,,,f,https://a0.muscache.com/im/pictures/user/61d85eea-6d01-457f-9dea-bbe44e8bba66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/61d85eea-6d01-457f-9dea-bbe44e8bba66.jpg?aki_policy=profile_x_medium,Upper West Side,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Morningside Heights,Manhattan,40.80566,-73.96731,Entire rental unit,Entire home/apt,4,,1 bath,,,"[""Essentials"", ""Breakfast"", ""Heating"", ""First aid kit"", ""Carbon monoxide alarm"", ""Wifi"", ""Air conditioning"", ""Iron"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Washer"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2016-01-01,2016-01-01,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,1,1,0,0,0.01
